Payment,Product line,Invoice ID,Branch,City,Customer type,Gender,Unit price,Quantity,Tax 5%,Total,date,Time,cogs,gross income,Rating,day_of_week,hour,profit_margin,rush_hour,spending_category,rating_sentiment,avg_product_rating,total_revenue,avg_transaction,num_transactions
Ewallet,Health and beauty,545078534,c,naypyitaw,Normal,female,5832,2,5832,122472,20190214,1242,11664,5832,60,5,12,004761904576502945,yes,medium,neutral,70.03289473684211,2.96273397E8,858763.4695652174,345
Credit card,Health and beauty,699014164,c,naypyitaw,Normal,male,415,4,83,1743,20190312,1958,1660,83,82,3,19,0047619047879593014,no,medium,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
Credit card,Electronic accessories,366930948,a,yangon,Member,male,6635,1,33175,696675,20190131,1046,6635,33175,97,5,10,00476190469671933,no,low,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Ewallet,Food and beverages,451732711,c,naypyitaw,Normal,male,8483,1,42415,890715,20190114,1520,8483,42415,88,2,15,004761904506980003,no,low,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,842408179,b,mandalay,Member,female,772,10,386,8106,20190211,1038,7720,386,56,2,10,004761904717085552,no,high,neutral,71.13218390804597,2.70194988E8,868794.1736334405,311
Ewallet,Food and beverages,829491914,c,naypyitaw,Member,female,7831,10,39155,822255,20190305,1624,7831,39155,66,3,16,004761904585169078,no,high,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Ewallet,Electronic accessories,888020338,a,yangon,Normal,male,2623,9,118035,2478735,20190125,2024,23607,118035,59,6,20,004761904743583698,no,medium,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Credit card,Sports and travel,656161063,b,mandalay,Normal,male,4642,3,6963,146223,20190104,1324,13926,6963,44,6,13,004761904404744674,yes,medium,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Sports and travel,645788093,a,yangon,Normal,female,9314,2,9314,195594,20190120,1809,18628,9314,41,1,18,0047619049708669876,yes,medium,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,420973340,a,yangon,Normal,female,7168,3,10752,225792,20190328,1530,21504,10752,92,5,15,0047619045406641185,no,medium,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Credit card,Electronic accessories,868060466,a,yangon,Member,male,6958,9,31311,657531,20190219,1938,62622,31311,78,3,19,0047619048447840095,no,high,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Ewallet,Fashion accessories,410671709,a,yangon,Member,female,6388,8,25552,536592,20190120,1748,51104,25552,99,1,17,004761904948096024,yes,high,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Fashion accessories,125452293,a,yangon,Normal,female,991,6,2973,62433,20190119,1311,5946,2973,42,7,13,004761904558235914,yes,high,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Cash,Health and beauty,778897974,c,naypyitaw,Normal,male,7021,6,21063,442323,20190330,1458,42126,21063,74,7,14,0047619047208369784,no,medium,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,641512661,c,naypyitaw,Member,female,871,10,4355,91455,20190212,1445,8710,4355,99,3,14,004761904742042288,no,high,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Fashion accessories,843734724,a,yangon,Normal,male,741,1,3705,77805,20190125,1105,741,3705,92,6,11,004761904645169173,no,low,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,802438934,a,yangon,Normal,male,1828,1,0914,19194,20190322,1505,1828,0914,83,6,15,004761904569667016,no,low,positive,68.375,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,558804082,c,naypyitaw,Normal,male,2785,7,97475,2046975,20190314,1720,19495,97475,60,5,17,00476190509468653,yes,medium,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Cash,Health and beauty,244080162,b,mandalay,Normal,female,3421,10,17105,359205,20190102,1300,3421,17105,51,4,13,004761904812475399,yes,medium,neutral,70.03289473684211,3.10603461E8,902917.0377906977,344
Cash,Electronic accessories,556977101,c,naypyitaw,Normal,female,6322,2,6322,132762,20190101,1551,12644,6322,85,3,15,004761905018452559,no,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Food and beverages,349978902,b,mandalay,Member,male,5789,2,5789,121569,20190117,1037,11578,5789,89,5,10,004761904780582658,no,medium,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Ewallet,Health and beauty,528149470,a,yangon,Member,male,913,1,4565,95865,20190214,1442,913,4565,92,5,14,004761904927706382,no,low,positive,70.03289473684211,2.96273397E8,858763.4695652174,345
Cash,Fashion accessories,895036665,b,mandalay,Normal,female,3651,9,164295,3450195,20190216,1052,32859,164295,42,7,10,004761904919854313,no,medium,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Cash,Fashion accessories,744829138,c,naypyitaw,Normal,male,8613,2,8613,180873,20190207,1759,17226,8613,82,5,17,004761904686581642,yes,medium,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Credit card,Fashion accessories,381200914,a,yangon,Member,female,2001,9,90045,1890945,20190112,1548,18009,90045,57,7,15,0047619050260815074,no,medium,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,746686593,c,naypyitaw,Member,female,8716,2,8716,183036,20190111,1429,17432,8716,97,6,14,004761904662660758,no,medium,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,503070930,c,naypyitaw,Member,male,5839,7,204365,4291665,20190223,1949,40873,204365,82,7,19,00476190484655827,no,medium,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,857679057,b,mandalay,Normal,male,2295,10,11475,240975,20190206,1920,2295,11475,82,4,19,00476190479959586,no,medium,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Cash,Food and beverages,278862735,a,yangon,Normal,female,5234,3,7851,164871,20190327,1403,15702,7851,92,4,14,0047619045966371454,no,medium,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,468997231,c,naypyitaw,Normal,female,4401,8,17604,369684,20190303,1736,35208,17604,88,1,17,004761904909316272,yes,medium,positive,68.375,3.10603461E8,902917.0377906977,344
Cash,Electronic accessories,871399221,c,naypyitaw,Normal,female,1245,6,3735,78435,20190209,1311,747,3735,41,7,13,004761904776379507,yes,low,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Home and lifestyle,378242715,b,mandalay,Normal,male,5344,2,5344,112224,20190120,2038,10688,5344,41,1,20,004761904680971872,no,medium,neutral,68.375,2.96273397E8,858763.4695652174,345
Credit card,Fashion accessories,142724741,c,naypyitaw,Member,male,932,2,932,19572,20190228,1837,1864,932,60,5,18,004761904576280145,yes,medium,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Credit card,Fashion accessories,446476729,c,naypyitaw,Normal,male,9982,2,9982,209622,20190102,1809,19964,9982,67,4,18,0047619050652044616,yes,medium,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Cash,Electronic accessories,340660321,a,yangon,Member,male,3636,4,7272,152712,20190325,1307,14544,7272,76,2,13,004761904479396459,yes,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Home and lifestyle,509100516,b,mandalay,Normal,male,4597,4,9194,193074,20190209,1202,18388,9194,51,7,12,0047619047619047616,yes,medium,neutral,68.375,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,313669943,b,mandalay,Member,female,2915,3,43725,918225,20190327,2029,8745,43725,73,4,20,004761904588803707,no,low,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Home and lifestyle,817488732,a,yangon,Member,female,7235,10,36175,759675,20190120,1555,7235,36175,54,1,15,004761904737992924,no,high,neutral,68.375,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,470329057,a,yangon,Member,male,5134,5,12835,269535,20190328,1531,2567,12835,91,5,15,0047619047113587526,no,medium,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Ewallet,Health and beauty,268036164,b,mandalay,Normal,male,9611,1,48055,1009155,20190125,1628,9611,48055,78,6,16,0047619049419090786,no,medium,positive,70.03289473684211,2.96273397E8,858763.4695652174,345
Credit card,Health and beauty,302152162,c,naypyitaw,Member,male,4653,6,13959,293139,20190303,1054,27918,13959,43,1,10,0047619045140329386,no,medium,neutral,70.03289473684211,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,284544231,c,naypyitaw,Member,male,8093,1,40465,849765,20190119,1608,8093,40465,90,7,16,0047619049222304824,no,low,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Food and beverages,510956347,b,mandalay,Member,female,4852,3,7278,152838,20190305,1817,14556,7278,40,3,18,0047619047619047616,yes,medium,negative,71.13218390804597,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,278977759,a,yangon,Member,female,6248,1,3124,65604,20190218,2029,6248,3124,47,2,20,004761905142631332,no,low,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Cash,Health and beauty,563474072,b,mandalay,Normal,female,5581,6,16743,351603,20190122,1152,33486,16743,99,3,11,004761904813568784,no,medium,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Cash,Sports and travel,714023114,c,naypyitaw,Normal,female,988,2,988,20748,20190221,1139,1976,988,77,5,11,004761904915120226,no,medium,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Fashion accessories,607766216,c,naypyitaw,Member,female,9249,5,231225,4855725,20190302,1635,46245,231225,86,7,16,0047619045561502434,no,medium,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Credit card,Home and lifestyle,521187827,c,naypyitaw,Member,male,3939,5,98475,2067975,20190122,2046,19695,98475,87,3,20,0047619046740641206,no,medium,positive,68.375,2.70194988E8,868794.1736334405,311
Ewallet,Fashion accessories,626437888,c,naypyitaw,Normal,female,6041,8,24164,507444,20190207,1223,48328,24164,96,5,12,0047619046724110194,yes,high,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,631341880,c,naypyitaw,Member,male,2431,3,36465,765765,20190108,1909,7293,36465,43,3,19,004761904910165203,no,low,neutral,71.13218390804597,2.70194988E8,868794.1736334405,311
Credit card,Health and beauty,448815016,a,yangon,Normal,male,5977,2,5977,125517,20190311,1201,11954,5977,58,2,12,00476190501517041,yes,medium,neutral,70.03289473684211,2.70194988E8,868794.1736334405,311
Ewallet,Sports and travel,569714390,b,mandalay,Normal,male,2187,2,2187,45927,20190125,1429,4374,2187,69,6,14,004761905033827438,no,low,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Credit card,Electronic accessories,525098450,b,mandalay,Normal,male,7213,10,36065,757365,20190131,1512,7213,36065,42,5,15,004761904641980912,no,high,neutral,69.24705882352941,2.70194988E8,868794.1736334405,311
Ewallet,Home and lifestyle,291556563,a,yangon,Member,female,3442,6,10326,216846,20190330,1245,20652,10326,75,7,12,004761905013215263,yes,medium,positive,68.375,2.96273397E8,858763.4695652174,345
Cash,Fashion accessories,256583609,c,naypyitaw,Member,male,9198,1,4599,96579,20190318,1529,9198,4599,98,2,15,004761904620839743,no,low,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Cash,Health and beauty,848627243,a,yangon,Normal,male,2489,9,112005,2352105,20190315,1536,22401,112005,74,6,15,004761904665367695,no,medium,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Cash,Health and beauty,716391409,b,mandalay,Normal,male,3035,7,106225,2230725,20190319,1819,21245,106225,80,3,18,004761905067274522,yes,medium,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,868811752,b,mandalay,Normal,male,2202,9,9909,208089,20190207,1848,19818,9909,68,5,18,004761904849200221,yes,medium,neutral,68.375,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,609818548,a,yangon,Member,female,3744,6,11232,235872,20190206,1355,22464,11232,59,4,13,004761905031450488,yes,medium,neutral,68.375,2.70194988E8,868794.1736334405,311
Cash,Electronic accessories,608053804,b,mandalay,Member,male,3975,1,19875,417375,20190225,2019,3975,19875,61,2,20,0047619047347031665,no,low,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Cash,Electronic accessories,861770145,c,naypyitaw,Member,male,8197,10,40985,860685,20190303,1430,8197,40985,92,1,14,004761904846326938,no,high,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Credit card,Sports and travel,828615674,a,yangon,Member,male,4402,10,2201,46221,20190320,1957,4402,2201,96,4,19,004761904899457582,no,medium,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Fashion accessories,647501224,a,yangon,Normal,female,2942,10,1471,30891,20190112,1623,2942,1471,89,7,16,004761904717801565,no,medium,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Credit card,Sports and travel,550848664,a,yangon,Normal,male,8591,5,214775,4510275,20190322,1433,42955,214775,86,6,14,004761905003555995,no,medium,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Credit card,Fashion accessories,307042070,a,yangon,Member,female,3062,1,1531,32151,20190205,1414,3062,1531,41,3,14,004761904673623952,no,low,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Ewallet,Home and lifestyle,154877367,c,naypyitaw,Normal,male,6526,8,26104,548184,20190315,1404,52208,26104,63,6,14,004761904596219295,no,high,neutral,68.375,2.96273397E8,858763.4695652174,345
Ewallet,Health and beauty,885176250,a,yangon,Normal,female,7974,1,3987,83727,20190306,1036,7974,3987,73,4,10,004761904897503386,no,low,positive,70.03289473684211,2.96273397E8,858763.4695652174,345
Ewallet,Fashion accessories,372261506,c,naypyitaw,Normal,female,2382,5,5955,125055,20190128,1924,1191,5955,54,2,19,0047619046892758185,no,medium,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Sports and travel,827777633,a,yangon,Normal,male,9809,9,441405,9269505,20190217,1941,88281,441405,93,1,19,00476190466392097,no,high,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Sports and travel,102062002,c,naypyitaw,Member,male,2525,5,63125,1325625,20190320,1752,12625,63125,61,4,17,0047619047619047616,yes,medium,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Food and beverages,845946841,c,naypyitaw,Member,female,7288,9,32796,688716,20190108,1938,65592,32796,40,3,19,004761904946533223,no,high,negative,71.13218390804597,3.10603461E8,902917.0377906977,344
Cash,Food and beverages,588017461,c,naypyitaw,Normal,female,3398,9,15291,321111,20190324,1043,30582,15291,42,1,10,0047619049881844656,no,medium,neutral,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,650986268,b,mandalay,Member,female,2087,3,31305,657405,20190320,1353,6261,31305,80,4,13,004761904779174581,yes,low,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Credit card,Health and beauty,502051910,a,yangon,Normal,male,6518,3,9777,205317,20190225,2035,19554,9777,63,2,20,004761904938852846,no,medium,neutral,70.03289473684211,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,761490439,b,mandalay,Member,female,121,8,484,10164,20190119,1017,968,484,86,7,10,0047619049406259856,no,medium,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Ewallet,Food and beverages,325894209,a,yangon,Member,male,879,1,4395,92295,20190205,1942,879,4395,67,3,19,0047619048357111386,no,low,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,201862184,b,mandalay,Member,female,2626,7,9191,193011,20190202,1940,18382,9191,99,7,19,004761904714847276,no,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Credit card,Sports and travel,174640215,b,mandalay,Normal,male,6974,10,3487,73227,20190305,1749,6974,3487,89,3,17,004761904489030726,yes,high,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Cash,Electronic accessories,538220304,c,naypyitaw,Normal,male,6495,10,32475,681975,20190324,1827,6495,32475,52,1,18,004761904708632352,yes,high,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Credit card,Health and beauty,665329167,a,yangon,Member,female,3626,2,3626,76146,20190110,1715,7252,3626,72,5,17,0047619044338877516,yes,low,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
Credit card,Electronic accessories,527096272,a,yangon,Member,female,2845,5,71125,1493625,20190321,1017,14225,71125,91,5,10,004761904792309356,no,medium,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Cash,Electronic accessories,346123257,b,mandalay,Member,male,1924,9,8658,181818,20190304,1628,17316,8658,80,2,16,004761904936745235,no,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,356448813,b,mandalay,Normal,male,3748,3,5622,118062,20190120,1345,11244,5622,77,1,13,004761905088860975,yes,medium,positive,68.375,2.70194988E8,868794.1736334405,311
Ewallet,Health and beauty,764448999,b,mandalay,Normal,female,1476,2,1476,30996,20190218,1442,2952,1476,43,2,14,0047619045604498624,no,low,neutral,70.03289473684211,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,733334967,c,naypyitaw,Normal,male,2085,8,834,17514,20190303,1917,1668,834,63,1,19,004761904865623074,no,medium,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Ewallet,Electronic accessories,807147833,a,yangon,Member,female,1742,10,871,18291,20190222,1230,1742,871,70,6,12,004761904687420488,yes,medium,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
